user_id,signup_date,country,device,user_segment,wallet_connected,funded,used_product,retained,deposit_amount
70,01.01.2024,UK,mobile,new,1.0,1,1,1,2969.68
71,01.12.2024,US,tablet,new,1.0,1,1,1,1043.05
72,2024-04-24,DE,mobile,new,1.0,0,0,0,0.0
73,2024-04-15,FR,mobile,new,1.0,0,0,0,0.0
74,2024-05-31,SG,mobile,new,1.0,1,1,1,1472.29
75,02.06.2024,NL,desktop,vip,1.0,1,0,0,851.38
76,01.03.2024,NL,mobile,new,1.0,1,1,1,1284.01
77,06.03.2024,IT,mobile,returning,1.0,1,1,1,1163.19
78,2024-02-22,SG,desktop,returning,1.0,0,0,0,0.0
79,04.09.2024,CA,desktop,new,1.0,1,1,0,2621.27
80,2024-01-17,AU,desktop,vip,1.0,0,0,0,0.0
81,2024-04-22,IT,mobile,returning,1.0,1,0,0,2835.31
82,2024-04-19,NL,mobile,returning,1.0,1,0,0,4727.49
83,2024-05-22,AU,tablet,new,1.0,0,0,0,0.0
84,2024-06-15,CA,desktop,new,1.0,0,0,0,0.0
85,01.04.2024,SG,mobile,new,1.0,0,0,0,0.0
86,2024-05-24,AU,mobile,new,1.0,0,0,0,0.0
87,2024-05-18,SG,mobile,returning,1.0,1,0,0,1018.07
88,01.12.2024,CA,mobile,returning,1.0,1,0,0,3226.29
89,02.01.2024,ES,desktop,new,1.0,1,0,0,4095.43
90,06.03.2024,FR,tablet,returning,1.0,1,1,1,2823.2
91,2024-06-20,AU,mobile,returning,1.0,0,0,0,0.0
92,02.12.2024,AU,mobile,new,1.0,1,0,0,1312.27
93,2024-06-25,SG,desktop,new,1.0,1,0,0,1349.62
94,2024-04-13,SG,mobile,new,1.0,1,0,0,244.3
95,04.02.2024,AU,tablet,returning,1.0,1,1,0,1561.95
96,02.12.2024,SG,desktop,returning,1.0,1,0,0,3735.79
97,05.10.2024,DE,tablet,new,1.0,1,0,0,285.21
98,06.05.2024,DE,mobile,new,1.0,1,1,1,1135.51
99,2024-03-25,ES,mobile,returning,1.0,0,0,0,0.0
100,02.04.2024,ES,mobile,returning,1.0,0,0,0,0.0
101,2024-04-26,ES,mobile,new,1.0,0,0,0,0.0
102,2024-06-24,NL,mobile,new,1.0,1,0,0,3545.85
103,2024-06-15,NL,tablet,returning,1.0,0,0,0,0.0
104,2024-05-31,UK,desktop,new,1.0,1,1,0,3924.13
105,2024-01-20,IT,desktop,new,1.0,1,1,1,2303.83
106,2024-05-22,FR,mobile,returning,1.0,0,0,0,0.0
107,2024-03-25,DE,desktop,new,1.0,1,0,0,3505.47
108,2024-04-26,CA,desktop,returning,1.0,1,0,0,1970.36
109,2024-04-15,FR,mobile,new,1.0,0,0,0,0.0
110,2024-05-25,FR,tablet,new,1.0,0,0,0,0.0
111,2024-04-14,CA,mobile,new,1.0,0,0,0,0.0
112,04.02.2024,US,mobile,new,1.0,0,0,0,0.0
113,02.10.2024,AU,mobile,new,1.0,1,1,1,841.57
114,04.09.2024,IT,desktop,returning,1.0,1,0,0,2020.84
115,03.09.2024,UK,desktop,new,1.0,1,0,0,2920.84
116,2024-04-15,ES,mobile,vip,1.0,1,0,0,4742.86
117,2024-05-18,CA,mobile,new,1.0,1,1,1,390.32
118,2024-05-25,NL,mobile,new,1.0,0,0,0,0.0
119,2024-05-19,ES,mobile,new,1.0,1,0,0,2561.6
120,2024-05-23,SG,mobile,returning,1.0,1,1,0,1678.15
121,2024-01-27,CA,mobile,new,1.0,1,1,0,2566.14
122,04.09.2024,ES,mobile,new,1.0,1,0,0,168.68
123,2024-05-24,AU,desktop,returning,1.0,0,0,0,0.0
124,2024-03-25,AU,mobile,new,1.0,0,0,0,0.0
125,2024-04-28,AU,desktop,new,1.0,0,0,0,0.0
126,2024-01-31,ES,mobile,new,1.0,1,0,0,1599.48
127,2024-04-18,AU,mobile,returning,1.0,1,1,1,4108.35
128,06.11.2024,DE,mobile,new,1.0,1,0,0,2792.01
129,2024-01-27,NL,mobile,returning,1.0,0,0,0,0.0
130,2024-03-27,UK,mobile,returning,1.0,1,1,0,2280.38
131,06.08.2024,CA,desktop,returning,1.0,1,0,0,1463.35
132,2024-01-17,FR,tablet,new,1.0,0,0,0,0.0
133,01.11.2024,ES,mobile,vip,1.0,0,0,0,0.0
134,05.08.2024,ES,mobile,new,1.0,0,0,0,0.0
135,2024-03-22,NL,tablet,new,1.0,1,0,0,1525.31
136,2024-02-18,US,mobile,new,1.0,0,0,0,0.0
137,02.10.2024,IT,desktop,returning,1.0,1,0,0,1946.35
138,2024-01-20,SG,tablet,new,1.0,1,0,0,4186.08
139,03.11.2024,CA,tablet,new,1.0,1,0,0,4837.71
140,02.06.2024,US,mobile,returning,1.0,1,1,1,2221.34
141,05.05.2024,SG,mobile,new,1.0,1,0,0,1997.1
142,2024-05-23,IT,mobile,new,1.0,0,0,0,0.0
143,02.08.2024,FR,desktop,returning,1.0,1,0,0,4240.43
144,2024-04-18,ES,tablet,returning,1.0,0,0,0,0.0
145,2024-06-21,AU,desktop,new,1.0,0,0,0,0.0
146,03.04.2024,NL,desktop,new,1.0,0,0,0,0.0
147,2024-06-23,CA,desktop,vip,1.0,1,0,0,2163.18
148,2024-01-23,NL,desktop,new,1.0,1,1,0,2782.49
149,02.01.2024,UK,desktop,new,1.0,0,0,0,0.0
150,2024-06-25,FR,desktop,returning,1.0,0,0,0,0.0
151,05.02.2024,UK,mobile,new,1.0,1,0,0,1193.16
152,2024-01-19,IT,mobile,new,1.0,0,0,0,0.0
153,2024-04-15,IT,desktop,new,1.0,0,0,0,0.0
154,03.07.2024,DE,mobile,new,1.0,1,1,1,3730.34
155,2024-06-15,IT,mobile,returning,1.0,1,0,0,2683.34
156,2024-03-29,US,desktop,new,1.0,0,0,0,0.0
157,2024-02-29,US,desktop,new,1.0,1,0,0,4054.72
158,01.11.2024,AU,tablet,returning,1.0,1,0,0,3914.63
159,2024-02-18,ES,mobile,new,1.0,0,0,0,0.0
160,2024-05-22,NL,desktop,returning,1.0,1,1,0,1114.27
161,05.07.2024,ES,mobile,new,1.0,1,0,0,3592.4
162,03.01.2024,ES,tablet,returning,1.0,1,0,0,4010.27
163,2024-06-19,US,mobile,new,1.0,1,0,0,1763.23
164,2024-05-22,NL,desktop,new,1.0,1,1,1,904.42
165,01.05.2024,AU,desktop,new,1.0,0,0,0,0.0
166,2024-01-29,FR,mobile,returning,1.0,1,0,0,63.03
167,03.09.2024,DE,tablet,returning,1.0,0,0,0,0.0
168,2024-05-29,US,desktop,returning,1.0,0,0,0,0.0
169,2024-01-13,UK,mobile,new,1.0,0,0,0,0.0
170,2024-06-26,DE,mobile,new,1.0,1,0,0,2281.97
171,2024-04-25,FR,mobile,returning,1.0,1,0,0,1794.54
172,2024-06-23,IT,mobile,returning,1.0,0,0,0,0.0
173,2024-04-19,ES,desktop,returning,1.0,1,0,0,2796.8
174,06.05.2024,CA,tablet,new,1.0,0,0,0,0.0
175,2024-03-20,AU,mobile,new,1.0,1,1,1,980.8
176,04.09.2024,ES,mobile,new,1.0,0,0,0,0.0
177,2024-01-17,IT,mobile,new,1.0,1,1,0,4305.34
178,2024-05-27,FR,mobile,vip,1.0,1,0,0,1325.89
179,2024-04-23,UK,mobile,returning,1.0,1,0,0,1170.83
180,01.06.2024,AU,mobile,new,1.0,0,0,0,0.0
181,2024-01-22,AU,mobile,new,1.0,0,0,0,0.0
182,2024-05-16,FR,desktop,new,1.0,0,0,0,0.0
183,06.08.2024,DE,desktop,returning,1.0,1,0,0,2429.53
184,2024-03-28,SG,mobile,returning,1.0,1,0,0,2519.31
185,02.02.2024,ES,desktop,new,1.0,0,0,0,0.0
186,03.10.2024,DE,desktop,returning,1.0,1,0,0,1114.67
187,2024-02-18,US,desktop,new,1.0,1,1,0,1395.71
188,2024-04-13,FR,mobile,new,1.0,1,1,0,890.04
189,06.06.2024,US,desktop,returning,1.0,1,1,1,3606.38
190,04.11.2024,UK,desktop,returning,1.0,0,0,0,0.0
191,2024-05-23,DE,mobile,returning,1.0,0,0,0,0.0
192,2024-04-15,CA,mobile,new,1.0,1,1,1,3861.94
193,2024-03-22,SG,tablet,new,1.0,1,1,1,2338.53
194,2024-03-26,FR,desktop,new,1.0,1,1,1,3584.73
195,2024-01-14,FR,tablet,new,1.0,0,0,0,0.0
196,2024-06-13,SG,desktop,new,1.0,0,0,0,0.0
197,2024-02-18,AU,desktop,new,1.0,1,0,0,3692.88
198,2024-02-19,IT,mobile,new,1.0,1,1,0,734.46
199,06.12.2024,UK,mobile,new,1.0,1,0,0,4832.58
200,2024-06-28,DE,tablet,returning,1.0,1,0,0,4114.11
201,2024-01-23,FR,mobile,returning,1.0,1,1,0,1062.19
202,03.06.2024,FR,mobile,returning,1.0,0,0,0,0.0
203,2024-06-21,SG,desktop,new,1.0,0,0,0,0.0
204,2024-04-24,CA,desktop,new,1.0,1,0,0,971.52
205,2024-01-28,SG,mobile,new,1.0,1,0,0,672.02
206,2024-01-20,SG,mobile,new,1.0,0,0,0,0.0
207,2024-06-25,ES,mobile,new,1.0,0,0,0,0.0
208,2024-04-30,DE,mobile,new,1.0,1,1,0,734.97
209,04.06.2024,AU,desktop,returning,1.0,0,0,0,0.0
210,2024-04-28,SG,mobile,vip,1.0,0,0,0,0.0
211,2024-04-18,CA,desktop,new,1.0,1,0,0,3753.4
212,2024-01-26,AU,desktop,returning,1.0,1,0,0,2374.79
213,2024-05-26,NL,desktop,new,1.0,1,1,0,3925.52
214,2024-04-15,DE,mobile,returning,1.0,0,0,0,0.0
215,2024-05-20,FR,mobile,returning,1.0,1,1,1,3743.96
216,03.02.2024,NL,mobile,vip,1.0,0,0,0,0.0
217,05.05.2024,AU,mobile,new,1.0,0,0,0,0.0
218,2024-05-21,AU,desktop,new,1.0,1,0,0,3042.83
219,2024-05-18,DE,mobile,new,1.0,1,0,0,3447.51
220,03.07.2024,IT,desktop,new,1.0,1,0,0,140.86
221,01.12.2024,ES,mobile,vip,1.0,1,1,1,1593.3
222,02.04.2024,FR,mobile,returning,1.0,1,1,0,3207.22
223,2024-04-19,NL,tablet,returning,1.0,0,0,0,0.0
224,2024-06-15,SG,mobile,new,1.0,1,0,0,96.26
225,06.08.2024,UK,mobile,returning,1.0,0,0,0,0.0
226,2024-01-14,IT,mobile,new,1.0,0,0,0,0.0
227,06.03.2024,FR,mobile,new,1.0,1,0,0,213.24
228,04.10.2024,UK,desktop,returning,1.0,1,0,0,4266.85
229,2024-02-29,ES,mobile,new,1.0,1,1,1,3435.92
230,02.12.2024,UK,mobile,new,1.0,1,0,0,1363.58
231,2024-02-24,SG,mobile,new,1.0,1,1,1,3455.42
232,2024-04-18,UK,tablet,returning,1.0,1,0,0,3972.66
233,04.02.2024,IT,mobile,returning,1.0,1,1,0,1568.63
234,06.11.2024,US,mobile,new,1.0,1,1,0,228.39
235,04.04.2024,IT,mobile,returning,1.0,0,0,0,0.0
236,06.08.2024,SG,mobile,returning,1.0,1,1,0,4667.26
237,2024-05-26,NL,mobile,vip,1.0,0,0,0,0.0
238,04.04.2024,US,mobile,new,1.0,0,0,0,0.0
239,2024-06-15,ES,mobile,returning,1.0,1,0,0,1758.64
240,2024-05-27,IT,mobile,returning,1.0,0,0,0,0.0
241,2024-01-28,US,mobile,new,1.0,1,1,1,577.08
242,01.03.2024,AU,tablet,new,1.0,1,1,1,2484.69
243,06.08.2024,IT,desktop,new,1.0,1,0,0,3853.92
244,2024-03-26,US,mobile,new,1.0,1,1,1,1147.15
245,2024-04-17,DE,mobile,new,1.0,0,0,0,0.0
246,2024-06-18,NL,desktop,new,1.0,1,1,0,1383.98
247,2024-04-26,FR,desktop,new,1.0,1,1,0,1251.44
248,2024-04-17,UK,mobile,new,1.0,1,1,1,4958.78
249,2024-01-15,US,desktop,new,1.0,1,0,0,1027.15
250,03.02.2024,FR,mobile,returning,1.0,1,0,0,2898.83
251,2024-01-31,IT,mobile,returning,1.0,0,0,0,0.0
252,2024-01-26,FR,tablet,new,1.0,1,0,0,4630.06
253,2024-05-27,AU,desktop,new,1.0,1,1,1,777.14
254,03.06.2024,CA,desktop,new,1.0,0,0,0,0.0
255,2024-05-28,CA,mobile,new,1.0,0,0,0,0.0
256,2024-04-24,NL,mobile,new,1.0,1,1,1,4855.73
257,2024-02-29,US,desktop,returning,1.0,1,1,1,4740.01
258,03.03.2024,AU,mobile,new,1.0,1,0,0,4428.63
259,2024-06-27,UK,mobile,returning,1.0,1,0,0,1112.05
260,04.10.2024,ES,mobile,returning,1.0,0,0,0,0.0
261,2024-06-15,SG,mobile,new,1.0,1,1,0,3188.57
262,04.09.2024,NL,mobile,new,1.0,1,0,0,3816.41
263,2024-05-18,SG,desktop,new,1.0,0,0,0,0.0
264,2024-04-28,CA,tablet,new,1.0,1,0,0,4930.84
265,2024-02-26,DE,mobile,new,1.0,1,1,1,943.1
266,05.10.2024,ES,desktop,vip,1.0,1,0,0,3841.83
267,02.06.2024,ES,mobile,returning,1.0,1,0,0,1727.07
268,2024-04-20,SG,tablet,vip,1.0,1,0,0,919.35
269,06.01.2024,DE,mobile,new,1.0,1,0,0,2135.82
270,2024-05-28,IT,desktop,new,1.0,0,0,0,0.0
271,2024-04-21,FR,desktop,new,1.0,1,1,1,3979.49
272,2024-06-18,NL,mobile,new,1.0,1,0,0,2351.01
273,01.01.2024,AU,mobile,new,1.0,1,0,0,2710.74
274,2024-01-23,ES,tablet,returning,1.0,1,0,0,4976.04
275,2024-04-16,SG,mobile,new,1.0,1,1,0,2025.59
276,2024-04-22,FR,desktop,vip,1.0,1,0,0,3096.23
277,2024-05-31,CA,tablet,vip,1.0,1,1,1,1857.96
278,2024-06-23,AU,mobile,new,1.0,1,0,0,1994.29
279,2024-03-29,SG,desktop,returning,1.0,1,0,0,3493.42
280,2024-05-14,NL,tablet,new,1.0,1,0,0,4692.54
281,02.07.2024,UK,desktop,new,1.0,1,1,0,2734.68
282,2024-02-16,ES,mobile,returning,1.0,0,0,0,0.0
283,04.12.2024,CA,mobile,new,1.0,1,1,0,3853.58
284,06.11.2024,NL,mobile,returning,1.0,0,0,0,0.0
285,03.02.2024,US,desktop,returning,1.0,1,0,0,491.57
286,2024-03-13,CA,desktop,returning,1.0,0,0,0,0.0
287,01.03.2024,AU,desktop,vip,1.0,1,0,0,1095.23
288,04.11.2024,US,mobile,new,1.0,1,1,0,2535.55
289,2024-05-27,CA,mobile,new,1.0,0,0,0,0.0
290,2024-04-14,SG,desktop,new,1.0,1,0,0,149.06
291,2024-02-13,UK,desktop,new,1.0,0,0,0,0.0
292,06.08.2024,FR,tablet,new,1.0,0,0,0,0.0
293,04.09.2024,UK,desktop,returning,1.0,1,1,0,1301.63
294,2024-01-26,UK,desktop,new,1.0,1,0,0,2611.14
295,2024-02-17,SG,desktop,vip,1.0,0,0,0,0.0
296,01.05.2024,DE,desktop,returning,1.0,1,1,0,124.06
297,2024-02-28,CA,mobile,new,1.0,1,1,0,1359.5
298,03.01.2024,FR,tablet,new,1.0,0,0,0,0.0
299,2024-02-18,IT,desktop,new,1.0,1,1,1,2594.45
300,06.06.2024,SG,mobile,new,1.0,0,0,0,0.0
301,2024-05-24,DE,mobile,new,1.0,0,0,0,0.0
302,03.10.2024,SG,mobile,new,1.0,1,1,0,2887.09
303,2024-01-15,DE,mobile,returning,1.0,1,0,0,4632.47
304,01.01.2024,UK,mobile,new,1.0,1,1,0,3244.46
305,2024-05-20,ES,mobile,returning,1.0,1,0,0,2102.94
306,2024-06-24,ES,mobile,returning,1.0,1,0,0,4655.24
307,05.07.2024,US,mobile,new,1.0,1,1,0,3935.17
308,06.10.2024,IT,desktop,new,1.0,0,0,0,0.0
309,05.04.2024,FR,mobile,returning,1.0,1,1,1,1040.04
310,06.06.2024,DE,mobile,vip,1.0,0,0,0,0.0
311,2024-01-19,CA,mobile,new,1.0,1,1,0,697.67
312,2024-04-28,UK,mobile,new,1.0,0,0,0,0.0
313,03.04.2024,AU,mobile,new,1.0,0,0,0,0.0
314,03.06.2024,CA,desktop,new,1.0,1,0,0,3395.27
315,2024-02-26,CA,desktop,new,1.0,1,1,0,2821.42
316,2024-02-13,DE,mobile,new,1.0,1,1,1,3958.88
317,01.12.2024,FR,desktop,returning,1.0,1,0,0,3707.08
318,05.01.2024,UK,mobile,new,1.0,0,0,0,0.0
319,2024-06-16,UK,tablet,new,1.0,0,0,0,0.0
320,2024-01-24,FR,tablet,new,1.0,0,0,0,0.0
321,2024-05-18,ES,mobile,returning,1.0,1,0,0,3144.8
322,01.01.2024,NL,desktop,new,1.0,1,0,0,4932.59
323,2024-01-28,US,desktop,vip,1.0,1,0,0,2691.27
324,03.08.2024,SG,desktop,new,1.0,0,0,0,0.0
325,2024-04-14,US,desktop,new,1.0,1,1,1,609.87
326,04.03.2024,ES,tablet,new,1.0,1,1,1,4149.95
327,05.03.2024,DE,mobile,returning,1.0,1,1,0,1296.67
328,05.03.2024,DE,desktop,new,1.0,1,1,0,3897.65
329,2024-01-22,IT,desktop,returning,1.0,1,0,0,4787.68
330,06.05.2024,US,desktop,returning,1.0,0,0,0,0.0
331,2024-03-29,US,desktop,returning,1.0,1,1,1,3499.14
332,2024-02-14,SG,mobile,new,1.0,1,0,0,3000.35
333,05.03.2024,DE,mobile,returning,1.0,0,0,0,0.0
334,2024-05-24,CA,mobile,new,1.0,0,0,0,0.0
335,2024-03-19,US,mobile,new,1.0,0,0,0,0.0
336,02.08.2024,SG,mobile,new,1.0,0,0,0,0.0
337,2024-06-16,FR,tablet,returning,1.0,1,1,0,2328.91
338,2024-01-28,AU,desktop,new,1.0,1,0,0,1853.83
339,05.09.2024,FR,desktop,new,1.0,1,1,0,1797.37
340,06.03.2024,SG,mobile,new,1.0,0,0,0,0.0
341,2024-05-28,CA,desktop,new,1.0,1,0,0,3200.04
342,2024-03-27,IT,desktop,new,1.0,1,0,0,3768.8
343,2024-05-14,DE,desktop,new,1.0,0,0,0,0.0
344,2024-02-21,IT,mobile,new,1.0,1,1,0,3408.66
345,2024-06-24,IT,mobile,new,1.0,1,0,0,1032.13
346,05.05.2024,SG,desktop,returning,1.0,1,1,1,2495.24
347,2024-05-26,DE,mobile,new,1.0,1,0,0,3968.62
348,2024-03-13,UK,tablet,new,1.0,0,0,0,0.0
349,2024-05-19,AU,desktop,new,1.0,1,1,0,2404.74
350,04.03.2024,US,tablet,returning,1.0,1,0,0,2706.29
351,01.02.2024,IT,desktop,new,1.0,1,0,0,3867.12
352,2024-01-17,FR,tablet,new,1.0,1,0,0,3323.26
353,05.04.2024,UK,desktop,new,1.0,1,0,0,2076.26
354,05.10.2024,UK,mobile,vip,1.0,0,0,0,0.0
355,2024-01-21,CA,mobile,new,1.0,0,0,0,0.0
356,2024-03-18,IT,mobile,new,1.0,1,0,0,4482.29
357,2024-03-19,IT,mobile,new,1.0,0,0,0,0.0
358,2024-02-20,NL,mobile,new,1.0,1,0,0,854.71
359,2024-04-15,SG,mobile,new,1.0,1,0,0,4977.81
360,2024-04-14,CA,desktop,returning,1.0,1,0,0,638.32
361,01.10.2024,UK,mobile,new,1.0,1,1,1,124.0
362,2024-04-25,UK,mobile,returning,1.0,1,1,1,4455.59
363,2024-02-24,NL,desktop,new,1.0,1,0,0,1262.52
364,02.05.2024,US,desktop,new,1.0,1,1,0,3662.01
365,2024-02-20,ES,tablet,new,1.0,1,1,1,4064.53
366,2024-03-14,FR,desktop,new,1.0,1,0,0,4301.98
367,2024-01-17,ES,mobile,returning,1.0,1,1,1,4958.39
368,03.01.2024,IT,mobile,new,1.0,1,0,0,1505.5
369,2024-03-31,DE,mobile,returning,1.0,0,0,0,0.0
370,2024-05-20,CA,mobile,returning,1.0,0,0,0,0.0
371,04.04.2024,IT,mobile,new,1.0,0,0,0,0.0
372,2024-03-20,US,tablet,returning,1.0,0,0,0,0.0
373,04.12.2024,ES,mobile,new,1.0,0,0,0,0.0
374,2024-02-17,IT,mobile,new,1.0,1,0,0,3565.7
375,2024-03-26,FR,mobile,returning,1.0,0,0,0,0.0
376,03.10.2024,UK,desktop,new,1.0,0,0,0,0.0
377,2024-02-16,SG,mobile,new,1.0,1,0,0,621.23
378,01.10.2024,AU,mobile,returning,1.0,0,0,0,0.0
379,2024-03-20,IT,mobile,vip,1.0,1,1,1,2063.71
380,2024-01-13,US,mobile,new,1.0,0,0,0,0.0
381,2024-02-27,CA,mobile,returning,1.0,0,0,0,0.0
382,2024-03-24,DE,mobile,new,1.0,1,1,0,4247.46
383,03.08.2024,FR,mobile,vip,1.0,1,0,0,1869.91
384,2024-03-24,NL,desktop,new,1.0,1,0,0,2975.92
385,2024-03-26,US,mobile,returning,1.0,1,1,1,2543.68
386,06.05.2024,ES,desktop,new,1.0,1,0,0,3247.46
387,2024-05-23,SG,mobile,returning,1.0,0,0,0,0.0
388,03.03.2024,ES,mobile,returning,1.0,0,0,0,0.0
389,2024-06-23,UK,mobile,new,1.0,1,0,0,4865.83
390,02.12.2024,SG,mobile,new,1.0,1,1,0,325.89
391,2024-05-30,ES,mobile,returning,1.0,1,1,1,2891.11
392,06.06.2024,CA,mobile,returning,1.0,1,1,0,4321.99
393,2024-01-30,ES,desktop,new,1.0,1,1,0,2432.84
394,03.07.2024,FR,desktop,new,1.0,1,1,1,438.71
395,2024-01-24,FR,desktop,returning,1.0,0,0,0,0.0
396,04.10.2024,AU,mobile,new,1.0,1,0,0,2824.67
397,2024-04-15,ES,desktop,new,1.0,1,0,0,1693.77
398,04.10.2024,CA,mobile,vip,1.0,1,0,0,816.96
399,01.08.2024,CA,desktop,new,1.0,1,1,1,4252.72
400,2024-06-20,IT,mobile,new,1.0,1,1,1,2631.92
401,04.05.2024,DE,mobile,new,1.0,0,0,0,0.0
402,06.10.2024,SG,desktop,returning,1.0,1,0,0,4669.72
403,02.04.2024,US,desktop,new,1.0,1,1,0,4039.78
404,04.05.2024,NL,mobile,returning,1.0,1,0,0,3480.21
405,2024-02-19,SG,mobile,returning,1.0,0,0,0,0.0
406,2024-05-24,SG,mobile,new,1.0,1,0,0,74.88
407,01.02.2024,UK,tablet,returning,1.0,1,0,0,2167.73
408,2024-02-13,SG,mobile,new,1.0,0,0,0,0.0
409,04.11.2024,UK,tablet,returning,1.0,1,0,0,1027.56
410,2024-06-25,IT,mobile,new,1.0,0,0,0,0.0
411,05.09.2024,DE,mobile,returning,1.0,0,0,0,0.0
412,03.12.2024,CA,desktop,new,1.0,1,1,0,4558.45
413,2024-04-19,AU,mobile,new,1.0,1,0,0,914.19
414,2024-05-16,CA,mobile,vip,1.0,1,1,1,1466.0
415,05.08.2024,ES,mobile,new,1.0,1,1,1,2608.34
416,04.12.2024,NL,desktop,returning,1.0,1,0,0,1353.65
417,2024-05-16,DE,desktop,new,1.0,0,0,0,0.0
418,2024-05-21,DE,desktop,new,1.0,0,0,0,0.0
419,2024-01-27,IT,desktop,returning,1.0,1,1,1,1088.83
420,2024-05-16,NL,desktop,new,1.0,1,0,0,3015.54
421,06.12.2024,ES,mobile,returning,1.0,1,0,0,490.2
422,04.02.2024,ES,mobile,new,1.0,1,0,0,337.93
423,04.09.2024,AU,desktop,new,1.0,0,0,0,0.0
424,05.10.2024,US,tablet,returning,1.0,1,1,0,1892.61
